================================================================================
THROUGH THE AGES -- CANDIDATE-SET SPREAD / EVAL-SHARE (featspread rebuild)
================================================================================
Rebuild of the tool that produced analysis/spread_quantiles_2026-08-24.txt and
analysis/eval_share_2026-08-24.txt -- the original was written in a throwaway
isolated clone and deleted after that run, so those tables were unreproducible.
This binary is landed in the tracked tree (rust/src/bin/featspread.rs) instead.

METHOD: at every real self-play decision (filter_resign'd legal-move count > 1)
reached by WeightedBot::choose under a given player count's champion weights,
every legal move is applied to a scratch clone and eval::candidate_features()
(== eval::linear_features run once per candidate) is read for each, with
`freeze` pinned to that count's champion vector. Per WeightKey, per decision:
  spread(k) = max(candidate values) - min(candidate values)
Accumulated per player count: fire_rate (fraction of decisions with spread>0),
mean_spread (over ALL decisions), mean_spread_when_firing / p95_spread / 
max_spread (over FIRING decisions only, p95 nearest-rank). Per decision also:
  total_spread = max(dot(champ_w, phi)) - min(dot(champ_w, phi))
over the candidate set, p50/p95 reported per player count. Per (key, count):
  eval_share(k) = abs(champ_w(k)) * p95_spread_when_firing(k) / p95_total_spread
using THAT key's OWN player count's p95_total_spread, never a cross-count max.
The move that actually advances each game is chosen separately by
WeightedBot::choose on the same state, not re-derived from these scores.

games_per_count=40 seed=0 champion_dir=/Users/pt/tta-ai/analysis/frozen/clamp_ceiling_2026-08-27

featspread: 2p done (40 games, 9934 decisions, 31.4s)
featspread: 3p done (40 games, 16995 decisions, 94.5s)
featspread: 4p done (40 games, 24861 decisions, 175.7s)
================================================================================
PER-KEY TABLE (all 174 WeightKeys, at 2p/3p/4p)
================================================================================
Columns: key | n (decisions sampled) | fire_rate | mean_spread |
mean_spread_when_firing | p95_spread | max_spread

-- 2p --
key                                 n  fire_rate    mean_spread  mean_spread_when_firing     p95_spread     max_spread
civil_action_gap                16995     0.4906       1.199765                 2.445431       4.000000       8.000000
civil_action_surplus            16995     0.3699       0.868961                 2.348974       4.000000       6.000000
take_cost_share                 16995     0.4131       0.238336                 0.576998       0.800000       1.000000
military_action_gap             16995     0.6447       1.136766                 1.763196       3.000000       6.000000
military_action_surplus         16995     0.1698       0.241444                 1.422299       3.000000       4.000000
worker_gap                      16995     0.4091       0.466225                 1.139744       2.000000       2.000000
worker_surplus                  16995     0.1729       0.193155                 1.117313       2.000000       2.000000
tech_redundancy_discount        16995     0.0000       0.000000                 0.000000       0.000000       0.000000
leader_replacement              16995     0.0848       0.084790                 1.000000       1.000000       1.000000
wonder_pool_rival_claimed       16995     0.0027       0.002707                 1.000000       1.000000       1.000000
hand_over_capacity              16995     0.3491       0.370109                 1.060172       2.000000       4.000000
happy_margin_after_next_pop     16995     0.1640       0.177856                 1.084559       2.000000       3.000000
resource_commitment_turns       16995     0.5568       2.847292                 5.113571      16.000000      30.333333
wonder_one_stage_short          16995     0.0402       0.040188                 1.000000       1.000000       1.000000
science_need_row                16995     0.3100       0.576817                 1.860858       5.000000      17.000000
row_playable_count              16995     0.4949       3.169638                 6.404470      12.000000      13.000000

-- 4p --
key                                 n  fire_rate    mean_spread  mean_spread_when_firing     p95_spread     max_spread
rate_horizon                    24861     0.0000       0.000000                 0.000000       0.000000       0.000000
culture                         24861     0.4751       3.375307                 7.104691      18.000000      90.000000
culture_rate                    24861     0.6447       1.124136                 1.743753       3.938139      10.146784
science                         24861     0.4324       1.250409                 2.892029       9.000000      31.000000
science_rate                    24861     0.5921       0.672129                 1.135176       2.263097       8.832202
food_rate                       24861     0.6426       1.103143                 1.716760       4.015868       9.368090
resource_rate                   24861     0.6834       1.399493                 2.047720       4.300618      12.709589
food_stock                      24861     0.4187       1.323308                 3.160303       8.000000      21.000000
famine_deficit                  24861     0.1183       0.150175                 1.269035       2.000000       5.000000
resource_stock                  24861     0.5301       2.300430                 4.339885      10.000000      49.000000
blue_free                       24861     0.5665       2.621740                 4.628210       9.000000      17.000000
corruption_headroom             24861     0.5094       1.254093                 2.461939       4.000000       4.000000
consumption_headroom            24861     0.2375       0.376252                 1.584081       3.000000       3.000000
pop_cost                        24861     0.0728       0.080850                 1.110497       2.000000       3.000000
yellow_bank                     24861     0.2426       0.256034                 1.055422       1.000000      12.000000
free_workers                    24861     0.6766       0.760006                 1.123269       2.000000       2.000000
free_worker_wall                24861     0.5392       3.654801                 6.778217      16.000000      32.000000
workers                         24861     0.6383       0.324374                 0.508210       1.262570       2.150838
prod_workers                    24861     0.5878       0.668477                 1.137275       2.000000       2.000000
urban_workers                   24861     0.5898       0.653152                 1.107413       2.000000       2.000000
unit_workers                    24861     0.4678       0.527815                 1.128386       2.000000       8.000000
happy_margin                    24861     0.3773       0.511155                 1.354924       3.000000       6.000000
discontent                      24861     0.0964       0.117131                 1.215359       2.000000       5.000000
uprising                        24861     0.0354       0.701541                19.796822      46.000000      67.000000
civil_actions                   24861     0.0230       0.032581                 1.418564       3.000000       3.000000
military_actions                24861     0.0670       0.077451                 1.156456       2.000000       4.000000
ca_left                         24861     0.6471       2.457785                 3.798048       7.000000      10.000000
ma_left                         24861     0.6179       1.056434                 1.709785       3.000000       3.000000
take_cost_paid                  24861     0.5751       1.477374                 2.568821       4.000000       8.000000
row_urgency                     24861     0.6824       3.893469                 5.705938      16.797489     204.179773
row_bargain_forgone             24861     0.6706       0.782945                 1.167583       2.523283       6.035789
row_last_copy                   24861     0.6299       1.336896                 2.122252       5.000000      12.000000
rival_desire                    24861     0.0000       0.000000                 0.000000       0.000000       0.000000
rival_take_share                24861     0.0000       0.000000                 0.000000       0.000000       0.000000
rival_free_ca                   24861     0.0000       0.000040                 1.000000       1.000000       1.000000
rival_hand_civil                24861     0.0040       0.007642                 1.900000       4.000000       4.000000
rival_wonders                   24861     0.0000       0.000000                 0.000000       0.000000       0.000000
rival_wonder_deficit            24861     0.0211       0.021077                 1.000000       1.000000       1.000000
rival_science_deficit           24861     0.4316       0.500463                 1.159661       2.000000       6.000000
rival_culture_deficit           24861     0.5052       0.853143                 1.688829       4.000000       9.000000
rival_hand_potential            24861     0.0931       0.111894                 1.202155       2.433059      40.413341
rival_science_stock             24861     0.0171       0.041350                 2.424528       6.000000       6.000000
rival_food_stock                24861     0.0141       0.045533                 3.225071       8.000000      15.000000
rival_resource_stock            24861     0.0110       0.029243                 2.663004       6.000000      13.000000
rival_free_workers              24861     0.0121       0.012107                 1.003333       1.000000       2.000000
rival_yellow_bank               24861     0.0154       0.023772                 1.547120       2.000000       4.000000
rival_colonies                  24861     0.0010       0.000965                 1.000000       1.000000       1.000000
rival_mil_actions               24861     0.0167       0.017457                 1.043269       1.000000       2.000000
rival_building_wonder           24861     0.0014       0.001408                 1.000000       1.000000       1.000000
my_seeded_pending               24861     0.0919       0.154539                 1.681400       3.000000       3.000000
my_event_threat                 24861     0.0734       0.486482                 6.630720      17.716304      23.432607
attack_target_lead              24861     0.0481       2.413378                50.124478     156.000000     307.500000
attack_target_weakness          24861     0.0759       0.443023                 5.833686      15.000000      33.000000
pact_partner_lead               24861     0.0212       1.167069                54.951705     166.500000     294.000000
strength                        24861     0.5390       1.191726                 2.210842       5.000000      20.000000
strength_rel                    24861     0.5390       1.166404                 2.163865       5.000000      20.000000
strength_deficit                24861     0.4206       0.782692                 1.860811       4.000000      11.000000
strength_lead                   24861     0.1473       0.298520                 2.027178       4.000000       6.000000
tactic_level                    24861     0.2389       0.319698                 1.338047       2.000000       2.000000
tactic_gain                     24861     0.2037       0.284824                 1.398578       2.000000       8.000000
tactic_short                    24861     0.4215       0.471220                 1.117844       2.000000       3.000000
has_unit                        24861     0.2364       0.236394                 1.000000       1.000000       1.000000
colonies                        24861     0.0053       0.005269                 1.000000       1.000000       1.000000
has_colony                      24861     0.0039       0.003902                 1.000000       1.000000       1.000000
pacts                           24861     0.0795       0.079522                 1.000506       1.500000       2.000000
pact_blocks_attack              24861     0.0198       0.017719                 0.893509       1.000000       1.500000
war_immune                      24861     0.0013       0.001287                 1.000000       1.000000       1.000000
attack_cost_doubled             24861     0.0015       0.001528                 1.000000       1.000000       1.000000
auction_committed               24861     0.0152       0.008464                 0.555189       1.000000       1.000000
auction_bid                     24861     0.0152       0.063848                 4.188215      13.000000      25.000000
tech_levels                     24861     0.3261       0.048783                 0.149598       0.731844       1.195531
gov_level                       24861     0.0171       0.022847                 1.333333       2.000000       3.000000
best_farm                       24861     0.0080       0.012630                 1.585859       3.000000       3.000000
best_mine                       24861     0.0026       0.005269                 2.046875       3.000000       3.000000
best_lab                        24861     0.0019       0.003861                 2.086957       3.000000       3.000000
best_temple                     24861     0.0078       0.011383                 1.458763       2.000000       2.000000
best_theater                    24861     0.0061       0.009292                 1.519737       3.000000       3.000000
best_library                    24861     0.0064       0.010096                 1.578616       3.000000       3.000000
best_arena                      24861     0.0037       0.007522                 2.010753       3.000000       3.000000
best_unit                       24861     0.0018       0.003580                 1.977778       3.000000       3.000000
num_techs                       24861     0.0487       0.048711                 1.000000       1.000000       1.000000
special_techs                   24861     0.0121       0.012148                 1.000000       1.000000       1.000000
wonders                         24861     0.0311       0.031133                 1.000000       1.000000       1.000000
wonder_progress                 24861     0.1204       0.491935                 4.086201       9.000000      12.000000
wonder_remaining                24861     0.1821       1.161820                 6.381794      16.000000      16.000000
wonder_stages_left              24861     0.1821       0.363220                 1.995139       5.000000       5.000000
wonder_turns_to_finish          24861     0.3252       0.413220                 1.270474       3.000000      16.000000
wonder_overrun                  24861     0.0261       0.035297                 1.354205       3.500000      14.000000
wonder_stages_per_action        24861     0.0053       0.007522                 1.427481       2.000000       3.000000
wonder_potential                24861     0.2280       1.383139                 6.065658      25.267783      63.272672
wonder_promise                  24861     0.3549       2.180971                 6.146127      22.968995      97.329483
wonder_age_overrun              24861     0.0311       0.040869                 1.312727       3.542891      14.000000
leader                          24861     0.0465       0.046539                 1.000000       1.000000       1.000000
wonder_in_progress              24861     0.0936       0.093641                 1.000000       1.000000       1.000000
hand_limit                      24861     0.0027       0.005390                 2.000000       2.000000       2.000000
colonize_bonus                  24861     0.0069       0.012469                 1.812865       4.000000       4.000000
build_discount                  24861     0.0053       0.018422                 3.496183       5.000000       6.000000
resource_discount               24861     0.0000       0.000000                 0.000000       0.000000       0.000000
defense_bonus                   24861     0.0000       0.000000                 0.000000       0.000000       0.000000
urban_limit                     24861     0.0147       0.015285                 1.041096       1.000000       2.000000
gov_action_cost                 24861     0.0000       0.000000                 0.000000       0.000000       0.000000
no_aggression                   24861     0.0015       0.001528                 1.000000       1.000000       1.000000
card_board_credit               24861     0.0000       0.000000                 0.000000       0.000000       0.000000
event_scoring_margin            24861     0.2810       1.143267                 4.069115      11.642857      56.181818
card_board_leader               24861     0.0000       0.000000                 0.000000       0.000000       0.000000
hand_swap_extra                 24861     0.0000       0.000000                 0.000000       0.000000       0.000000
card_rate_credit                24861     0.0000       0.000000                 0.000000       0.000000       0.000000
unit_strength_credit            24861     0.0000       0.000000                 0.000000       0.000000       0.000000
unit_tech_credit                24861     0.0000       0.000000                 0.000000       0.000000       0.000000
tech_board_credit               24861     0.0000       0.000000                 0.000000       0.000000       0.000000
action_board_credit             24861     0.0000       0.000000                 0.000000       0.000000       0.000000
gov_board_credit                24861     0.0000       0.000000                 0.000000       0.000000       0.000000
wonder_board_credit             24861     0.0000       0.000000                 0.000000       0.000000       0.000000
build_fresh_credit              24861     0.0000       0.000000                 0.000000       0.000000       0.000000
restricted_resource_credit      24861     0.0000       0.000000                 0.000000       0.000000       0.000000
free_action_credit              24861     0.0000       0.000000                 0.000000       0.000000       0.000000
territory_credit                24861     0.0000       0.000000                 0.000000       0.000000       0.000000
bonus_card_credit               24861     0.0000       0.000000                 0.000000       0.000000       0.000000
tactic_board_credit             24861     0.0000       0.000000                 0.000000       0.000000       0.000000
aggression_board_credit         24861     0.0000       0.000000                 0.000000       0.000000       0.000000
war_board_credit                24861     0.0000       0.000000                 0.000000       0.000000       0.000000
pact_board_credit               24861     0.0000       0.000000                 0.000000       0.000000       0.000000
event_board_credit              24861     0.0000       0.000000                 0.000000       0.000000       0.000000
tactic_shortfall_cost           24861     0.0000       0.000000                 0.000000       0.000000       0.000000
tactic_reach_credit             24861     0.0000       0.000000                 0.000000       0.000000       0.000000
hand_civil                      24861     0.5873       0.771650                 1.313973       2.000000       4.000000
hand_value                      24861     0.5871       0.755405                 1.286662       2.793296       4.558659
hand_potential                  24861     0.6251      12.419019                19.866754      66.219502     182.820612
hand_military                   24861     0.6814       1.240376                 1.820259       4.000000       5.000000
hand_mil_value                  24861     0.7266       3.629017                 4.994243      15.000000      21.000000
hand_mil_potential              24861     0.8221     147.830800               179.814155     537.893523    1673.080733
hand_perishable                 24861     0.4931       0.240280                 0.487243       1.243939       2.825155
rival_culture                   24861     0.0267       0.396645                14.873303      49.000000      78.000000
rival_mean_culture              24861     0.0288       0.291487                10.121043      44.666667      66.333333
rival_culture_rate              24861     0.0068       0.005953                 0.875740       1.500000       2.500000
rival_science_rate              24861     0.0000       0.000000                 0.000000       0.000000       0.000000
rival_strength                  24861     0.0028       0.004887                 1.760870       2.000000       2.000000
end_turn_bias                   24861     0.6847       0.684687                 1.000000       1.000000       1.000000
culture_rate_trailing           24861     0.0000       0.000000                 0.000000       0.000000       0.000000
science_rate_trailing           24861     0.0000       0.000000                 0.000000       0.000000       0.000000
food_stock_needed               24861     0.0000       0.000000                 0.000000       0.000000       0.000000
resource_stock_needed           24861     0.0000       0.000000                 0.000000       0.000000       0.000000
science_needed                  24861     0.0000       0.000000                 0.000000       0.000000       0.000000
free_workers_needed             24861     0.0000       0.000000                 0.000000       0.000000       0.000000
workers_late                    24861     0.6849       0.469086                 0.684869       1.363128       6.435754
strength_rel_early              24861     0.6066       0.483098                 0.796387       2.027933       6.424581
strength_rel_late               24861     0.6427       0.729260                 1.134765       3.374302      16.089385
tech_levels_late                24861     0.3307       0.083847                 0.253531       1.441341       3.798883
hand_value_late                 24861     0.6297       1.504082                 2.388412       7.284916      12.860335
food_gap                        24861     0.3664       0.750375                 2.047759       4.000000       8.000000
food_surplus                    24861     0.2161       0.645455                 2.986538       8.000000      22.000000
resource_gap                    24861     0.3043       0.631518                 2.075095       3.000000      11.000000
resource_surplus                24861     0.5111       2.017410                 3.947335       9.000000      49.000000
science_gap                     24861     0.4009       1.910181                 4.764145      10.000000      12.000000
science_surplus                 24861     0.6175       3.093818                 5.010450      12.000000      31.000000
culture_gap                     24861     0.3719       2.154740                 5.793122      16.000000      45.000000
culture_surplus                 24861     0.1351       1.052633                 7.790860      21.000000      57.000000
happy_surplus                   24861     0.4389       0.664354                 1.513748       3.000000       6.000000
civil_action_gap                24861     0.5026       0.988335                 1.966624       4.000000       8.000000
civil_action_surplus            24861     0.5887       2.002655                 3.401982       6.000000      10.000000
take_cost_share                 24861     0.5753       0.297162                 0.516552       0.750000       1.000000
military_action_gap             24861     0.6540       1.166928                 1.784304       3.000000       7.000000
military_action_surplus         24861     0.2437       0.362174                 1.486054       3.000000       5.000000
worker_gap                      24861     0.5113       0.592940                 1.159711       2.000000       2.000000
worker_surplus                  24861     0.1712       0.190516                 1.112618       2.000000       2.000000
tech_redundancy_discount        24861     0.0000       0.000000                 0.000000       0.000000       0.000000
leader_replacement              24861     0.0952       0.095169                 1.000000       1.000000       1.000000
wonder_pool_rival_claimed       24861     0.0060       0.008608                 1.445946       2.000000       3.000000
hand_over_capacity              24861     0.4625       0.480753                 1.039576       1.000000       4.000000
happy_margin_after_next_pop     24861     0.1480       0.177024                 1.195924       2.000000       5.000000
resource_commitment_turns       24861     0.6787       2.893084                 4.262472      14.000000      42.428571
wonder_one_stage_short          24861     0.0675       0.067495                 1.000000       1.000000       1.000000
science_need_row                24861     0.2604       0.476771                 1.830579       4.000000      10.000000
row_playable_count              24861     0.6352       4.435340                 6.982902      13.000000      13.000000

================================================================================
TOTAL SPREAD QUANTILES -- max(dot(w,phi)) - min(dot(w,phi)) over the candidate
set, per decision, per player count
================================================================================
count     n_decisions         mean          p50          p95          max
2p               9934       81.932       70.200      235.219      954.834
3p              16995      164.541      145.753      425.737     3731.663
4p              24861      182.075      171.093      411.919     1317.186

================================================================================
EVAL SHARE -- eval_share(k) = abs(champ_w(k)) * p95_spread_when_firing(k) /
p95_total_spread(count), sorted descending
================================================================================
key                           count   eval_share  fire_rate      champ_w  p95_spread_firing    p95_total
uprising                         2p       1.6573     0.0236     -20.5170            19.0000      235.219
rival_mean_culture               2p       1.5547     0.0299      15.8998            23.0000      235.219
event_scoring_margin             3p       1.1364     0.2269      34.5562            14.0000      425.737
attack_target_weakness           3p       0.9750     0.0883      29.6508            14.0000      425.737
culture_rate                     2p       0.7952     0.5788      53.3127             3.5083      235.219
attack_target_weakness           4p       0.7575     0.0759      20.8024            15.0000      411.919
strength                         3p       0.7047     0.5852      60.0000             5.0000      425.737
rival_culture                    2p       0.5861     0.0299       5.9944            23.0000      235.219
event_scoring_margin             4p       0.5717     0.2810      20.2248            11.6429      411.919
blue_free                        3p       0.5696     0.4758      34.6422             7.0000      425.737
hand_mil_potential               4p       0.5611     0.8221       0.4297           537.8935      411.919
science_gap                      4p       0.5552     0.4009     -22.8700            10.0000      411.919
culture_rate                     4p       0.5302     0.6447      55.4615             3.9381      411.919
strength                         4p       0.5016     0.5390      41.3246             5.0000      411.919
resource_stock                   3p       0.4882     0.4234      34.6422             6.0000      425.737
best_theater                     4p       0.4370     0.0061      60.0000             3.0000      411.919
strength                         2p       0.3885     0.6282      15.2298             6.0000      235.219
food_stock                       3p       0.3798     0.3106      40.4226             4.0000      425.737
culture_rate                     3p       0.3571     0.5102      54.3595             2.7965      425.737
attack_target_lead               3p       0.3370     0.0688       1.4947            96.0000      425.737
pact_partner_lead                3p       0.3290     0.0441      -1.1871           118.0000      425.737
attack_target_lead               4p       0.3238     0.0481       0.8551           156.0000      411.919
my_event_threat                  3p       0.3181     0.0760       0.6515           207.8531      425.737
wonder_progress                  3p       0.2981     0.0828      14.1013             9.0000      425.737
best_library                     4p       0.2830     0.0064      38.8587             3.0000      411.919
workers_late                     2p       0.2824     0.6727      51.5122             1.2895      235.219
best_farm                        4p       0.2752     0.0080      37.7806             3.0000      411.919
unit_workers                     4p       0.2679     0.4678     -55.1685             2.0000      411.919
attack_target_weakness           2p       0.2643     0.0764       4.7814            13.0000      235.219
science_gap                      2p       0.2231     0.3191      -5.2488            10.0000      235.219
uprising                         3p       0.2124     0.0305      -5.3197            17.0000      425.737
wonder_potential                 2p       0.2063     0.2012       1.2933            37.5272      235.219
wonder_potential                 3p       0.2047     0.1694       2.1491            40.5467      425.737
ma_left                          3p       0.2015     0.5792      28.5976             3.0000      425.737
workers_late                     4p       0.1986     0.6849      60.0000             1.3631      411.919
hand_potential                   3p       0.1930     0.5656       0.6643           123.6559      425.737
wonder_potential                 4p       0.1888     0.2280       3.0784            25.2678      411.919
best_theater                     3p       0.1834     0.0080     -39.0375             2.0000      425.737
hand_potential                   4p       0.1801     0.6251       1.1202            66.2195      411.919
workers                          4p       0.1613     0.6383      52.6225             1.2626      411.919
special_techs                    4p       0.1457     0.0121      60.0000             1.0000      411.919
best_unit                        4p       0.1417     0.0018      19.4516             3.0000      411.919
attack_cost_doubled              3p       0.1409     0.0017      60.0000             1.0000      425.737
strength_rel_early               2p       0.1400     0.6298     -14.3010             2.3026      235.219
best_mine                        3p       0.1381     0.0021      19.5980             3.0000      425.737
colonies                         3p       0.1332     0.0096      56.6954             1.0000      425.737
rival_free_ca                    2p       0.1296     0.0001     -30.4945             1.0000      235.219
auction_bid                      2p       0.1276     0.0556      -3.3358             9.0000      235.219
wonder_promise                   4p       0.1218     0.3549       2.1852            22.9690      411.919
wonder_promise                   2p       0.1209     0.3762       0.9215            30.8693      235.219
hand_civil                       4p       0.1147     0.5873     -23.6204             2.0000      411.919
leader                           2p       0.1101     0.0460      25.9028             1.0000      235.219
auction_bid                      4p       0.1097     0.0152       3.4770            13.0000      411.919
best_lab                         3p       0.1044     0.0042     -22.2258             2.0000      425.737
hand_potential                   2p       0.0990     0.6159       0.7437            31.3066      235.219
strength_rel_early               3p       0.0945     0.5599     -16.8946             2.3824      425.737
end_turn_bias                    4p       0.0928     0.6847     -38.2398             1.0000      411.919
colonize_bonus                   2p       0.0905     0.0006       5.3244             4.0000      235.219
tactic_level                     3p       0.0904     0.2034      19.2468             2.0000      425.737
hand_mil_potential               3p       0.0894     0.7206      -0.0633           601.1473      425.737
wonder_promise                   3p       0.0883     0.3306       0.9835            38.2155      425.737
science                          3p       0.0850     0.3052      -6.0296             6.0000      425.737
ca_left                          3p       0.0836     0.5154      -7.1222             5.0000      425.737
yellow_bank                      3p       0.0835     0.2139     -17.7815             2.0000      425.737
war_immune                       4p       0.0819     0.0013      33.7552             1.0000      411.919
rival_resource_stock             2p       0.0815     0.0135       3.8335             5.0000      235.219
my_event_threat                  2p       0.0814     0.1116       0.5140            37.2570      235.219
strength_rel_early               4p       0.0775     0.6066      15.7441             2.0279      411.919
resource_rate                    3p       0.0769     0.5539       7.8257             4.1839      425.737
workers                          3p       0.0732     0.5376      22.2451             1.4000      425.737
wonder_stages_left               2p       0.0726     0.2497      -3.4148             5.0000      235.219
tactic_level                     4p       0.0713     0.2389     -14.6945             2.0000      411.919
rival_colonies                   2p       0.0683     0.0038      16.0614             1.0000      235.219
rival_hand_potential             4p       0.0671     0.0931      11.3554             2.4331      411.919
wonder_remaining                 3p       0.0666     0.2195      -1.7721            16.0000      425.737
workers_late                     3p       0.0603     0.5764      22.8533             1.1235      425.737
rival_yellow_bank                2p       0.0600     0.0675      -7.0599             2.0000      235.219
best_unit                        3p       0.0540     0.0139      11.5030             2.0000      425.737
free_workers                     2p       0.0537     0.6550       6.3142             2.0000      235.219
pact_partner_lead                4p       0.0536     0.0212      -0.1325           166.5000      411.919
prod_workers                     2p       0.0530     0.5251       6.2278             2.0000      235.219
row_bargain_forgone              3p       0.0475     0.4499       2.8880             7.0000      425.737
resource_rate                    4p       0.0474     0.6834       4.5434             4.3006      411.919
culture                          2p       0.0468     0.5236       1.0000            11.0000      235.219
has_colony                       2p       0.0438     0.0058      10.3002             1.0000      235.219
culture                          4p       0.0437     0.4751       1.0000            18.0000      411.919
culture_surplus                  4p       0.0436     0.1351       0.8560            21.0000      411.919
free_workers                     4p       0.0430     0.6766      -8.8582             2.0000      411.919
num_techs                        3p       0.0430     0.0416      18.3016             1.0000      425.737
wonders                          3p       0.0426     0.0183      18.1246             1.0000      425.737
colonies                         2p       0.0416     0.0083      -9.7787             1.0000      235.219
best_unit                        2p       0.0414     0.0231       4.8665             2.0000      235.219
colonies                         4p       0.0397     0.0053     -16.3580             1.0000      411.919
take_cost_paid                   3p       0.0371     0.4128      -3.9479             4.0000      425.737
strength_deficit                 2p       0.0349     0.4128      -2.0513             4.0000      235.219
leader                           4p       0.0343     0.0465     -14.1362             1.0000      411.919
end_turn_bias                    3p       0.0324     0.5611     -13.7911             1.0000      425.737
consumption_headroom             3p       0.0321     0.2118       4.5579             3.0000      425.737
rival_culture_rate               4p       0.0318     0.0068      -8.7278             1.5000      411.919
strength_rel                     3p       0.0287     0.5851       2.4432             5.0000      425.737
resource_surplus                 2p       0.0277     0.5417       1.0845             6.0000      235.219
rival_science_stock              4p       0.0268     0.0171      -1.8416             6.0000      411.919
rival_science_stock              2p       0.0252     0.0101       0.9875             6.0000      235.219
worker_surplus                   4p       0.0236     0.1712       4.8643             2.0000      411.919
hand_mil_value                   4p       0.0235     0.7266       0.6466            15.0000      411.919
culture_gap                      3p       0.0229     0.2334      -1.2176             8.0000      425.737
rival_resource_stock             4p       0.0222     0.0110       1.5231             6.0000      411.919
tech_levels_late                 2p       0.0217     0.3270       3.1557             1.6184      235.219
culture                          3p       0.0211     0.3469       1.0000             9.0000      425.737
civil_action_gap                 3p       0.0207     0.4906      -2.1992             4.0000      425.737
strength_rel_late                4p       0.0202     0.6427       2.4669             3.3743      411.919
best_theater                     2p       0.0202     0.0052       2.3710             2.0000      235.219
food_gap                         2p       0.0198     0.3259      -1.1666             4.0000      235.219
pact_blocks_attack               4p       0.0198     0.0198       8.1674             1.0000      411.919
wonder_turns_to_finish           3p       0.0190     0.3152      -1.7934             4.5000      425.737
civil_action_surplus             4p       0.0186     0.5887       1.2780             6.0000      411.919
take_cost_share                  2p       0.0184     0.4763       5.1978             0.8333      235.219
strength_lead                    4p       0.0181     0.1473      -1.8691             4.0000      411.919
rival_mean_culture               4p       0.0180     0.0288       0.1658            44.6667      411.919
science                          4p       0.0172     0.4324      -0.7865             9.0000      411.919
science_gap                      3p       0.0172     0.2927      -0.8125             9.0000      425.737
wonder_overrun                   3p       0.0169     0.0219      -0.5199            13.8801      425.737
rival_food_stock                 4p       0.0165     0.0141       0.8484             8.0000      411.919
civil_action_gap                 2p       0.0150     0.5996      -0.8846             4.0000      235.219
row_last_copy                    4p       0.0148     0.6299       1.2223             5.0000      411.919
rival_free_workers               4p       0.0147     0.0121       6.0615             1.0000      411.919
military_actions                 2p       0.0144     0.0344       1.1288             3.0000      235.219
hand_mil_value                   2p       0.0141     0.6521       0.2757            12.0000      235.219
culture_gap                      4p       0.0139     0.3719      -0.3571            16.0000      411.919
worker_gap                       4p       0.0136     0.5113      -2.7973             2.0000      411.919
rival_culture                    4p       0.0133     0.0267      -0.1119            49.0000      411.919
food_stock                       2p       0.0126     0.3569       0.7428             4.0000      235.219
happy_margin                     4p       0.0120     0.3773      -1.6468             3.0000      411.919
rival_culture                    3p       0.0119     0.0199       0.1535            33.0000      425.737
ca_left                          4p       0.0118     0.6471       0.6963             7.0000      411.919
civil_actions                    2p       0.0113     0.0133       0.8845             3.0000      235.219
worker_gap                       2p       0.0111     0.4721      -1.3101             2.0000      235.219
event_scoring_margin             2p       0.0109     0.2490       0.2565            10.0000      235.219
science_surplus                  3p       0.0106     0.3420      -0.6435             7.0000      425.737
military_actions                 4p       0.0104     0.0670       2.1446             2.0000      411.919
best_lab                         2p       0.0103     0.0182      -1.2167             2.0000      235.219
resource_stock                   2p       0.0103     0.5644       0.4046             6.0000      235.219
culture_surplus                  3p       0.0103     0.1360      -0.4386            10.0000      425.737
no_aggression                    4p       0.0103     0.0015      -4.2355             1.0000      411.919
resource_commitment_turns        2p       0.0102     0.6203      -0.1502            16.0000      235.219
blue_free                        2p       0.0101     0.5776       0.3389             7.0000      235.219
end_turn_bias                    2p       0.0100     0.6587      -2.3476             1.0000      235.219
row_bargain_forgone              2p       0.0098     0.5909       0.2899             7.9531      235.219
hand_perishable                  3p       0.0094     0.4184      -2.8415             1.4140      425.737
strength_deficit                 4p       0.0094     0.4206      -0.9700             4.0000      411.919
resource_gap                     4p       0.0093     0.3043      -1.2718             3.0000      411.919
wonder_turns_to_finish           2p       0.0092     0.3582      -0.5414             4.0000      235.219
free_worker_wall                 2p       0.0090     0.5659      -0.1114            19.0000      235.219
food_rate                        2p       0.0090     0.6063      -1.0516             2.0054      235.219
best_mine                        4p       0.0088     0.0026      -1.2100             3.0000      411.919
row_playable_count               2p       0.0087     0.5996       0.1579            13.0000      235.219
science                          2p       0.0087     0.3773      -0.2910             7.0000      235.219
best_farm                        3p       0.0084     0.0031      -1.1984             3.0000      425.737
hand_civil                       3p       0.0083     0.4266       1.7602             2.0000      425.737
blue_free                        4p       0.0083     0.5665      -0.3783             9.0000      411.919
hand_mil_value                   3p       0.0082     0.5516       0.2924            12.0000      425.737
uprising                         4p       0.0082     0.0354      -0.0732            46.0000      411.919
colonize_bonus                   4p       0.0080     0.0069       0.8206             4.0000      411.919
science_surplus                  2p       0.0079     0.4829      -0.2668             7.0000      235.219
wonder_stages_left               4p       0.0077     0.1821      -0.6385             5.0000      411.919
hand_military                    4p       0.0077     0.6814      -0.7925             4.0000      411.919
row_playable_count               3p       0.0077     0.4949       0.2725            12.0000      425.737
resource_gap                     3p       0.0075     0.2578      -1.0634             3.0000      425.737
